Phone,Account.Length,Day.Mins,Day.Calls,Day.Charge,Eve.Mins,Eve.Calls,Eve.Charge,Night.Mins,Night.Calls,Night.Charge,Intl.Mins,Intl.Calls,Intl.Charge,CustServ.Calls,Churn.
414-4741,155,128.5,86,21.85,188.4,91,16.01,254.4,85,11.45,6.8,6,1.84,1,False.
403-9719,113,128.7,100,21.88,227.1,67,19.3,178.1,135,8.01,9.2,4,2.48,2,True.
371-8452,123,172.2,92,29.27,162.6,76,13.82,250.3,101,11.26,8.7,4,2.35,1,False.
410-5250,42,184.5,98,31.37,200.5,93,17.04,279.2,91,12.56,8.8,3,2.38,2,False.
336-1574,125,168.6,99,28.66,175.6,107,14.93,243.3,92,10.95,10.9,7,2.94,0,False.
406-8324,131,174,118,29.58,205.3,81,17.45,218.2,90,9.82,6.7,3,1.81,1,False.
341-9907,48,198.2,73,33.69,202.8,115,17.24,146.4,73,6.59,5.1,5,1.38,1,False.
400-8952,76,186.1,96,31.64,211.6,100,17.99,230.6,100,10.38,8,4,2.16,0,False.
333-9266,128,148.5,105,25.25,243,106,20.66,255.2,114,11.48,6.8,2,1.84,1,False.
419-4894,73,157.1,109,26.71,268.8,83,22.85,181.5,91,8.17,10,8,2.7,0,False.
394-3048,126,129.3,123,21.98,176.5,114,15,154.5,102,6.95,9.6,7,2.59,1,False.
357-3187,137,208.8,120,35.5,225.3,100,19.15,221.6,130,9.97,11.1,5,3,0,False.
375-9930,139,211.1,103,35.89,206.9,108,17.59,193.9,70,8.73,5.6,4,1.51,0,False.
352-6282,107,198.9,87,33.81,207,90,17.6,159.8,76,7.19,12.6,4,3.4,3,False.
412-3527,116,137.4,126,23.36,120,94,10.2,130.3,64,5.86,12.4,2,3.35,3,False.
328-4231,60,191.8,75,32.61,267.8,135,22.76,200.5,62,9.02,12.8,3,3.46,2,False.
413-9055,38,149,92,25.33,49.2,78,4.18,163.3,93,7.35,13.9,11,3.75,0,False.
388-8891,94,108,79,18.36,241.9,152,20.56,252.1,92,11.34,10.4,3,2.81,3,False.
360-1776,131,112.8,133,19.18,199.4,116,16.95,142.7,105,6.42,10.1,5,2.73,0,False.
399-7268,139,236.6,109,40.22,169.9,107,14.44,212.3,118,9.55,11.1,2,3,1,True.
350-1532,77,169.4,102,28.8,184.9,144,15.72,234.3,89,10.54,2,7,0.54,1,False.
359-2197,140,129.6,79,22.03,246.2,99,20.93,172.1,124,7.74,9.4,10,2.54,3,False.
358-6672,52,133.3,63,22.66,184.1,123,15.65,272.9,107,12.28,13.5,2,3.65,1,False.
393-4621,103,167.8,121,28.53,212.9,123,18.1,208.2,73,9.37,13,3,3.51,5,False.
336-7357,74,174.6,107,29.68,310.6,115,26.4,234.7,92,10.56,9,4,2.43,1,False.
351-1466,124,150.3,101,25.55,255.9,112,21.75,136.7,62,6.15,12.5,4,3.38,2,False.
394-6668,85,283.2,110,48.14,239.7,108,20.37,149.5,80,6.73,6.3,1,1.7,5,False.
403-2673,113,157.8,83,26.83,161.5,56,13.73,271.5,100,12.22,8.7,2,2.35,5,True.
355-1735,71,141.2,132,24,149.1,90,12.67,171.4,72,7.71,7,2,1.89,2,False.
416-7679,177,230.2,106,39.13,196.1,78,16.67,215.4,108,9.69,10.4,2,2.81,1,False.
340-4972,49,237.8,92,40.43,208.9,119,17.76,167.8,86,7.55,15.6,6,4.21,2,True.
417-4826,106,204,84,34.68,168.5,61,14.32,164,102,7.38,13.3,3,3.59,3,True.
417-6683,43,177.2,93,30.12,142.6,60,12.12,314.1,144,14.13,12.7,2,3.43,4,False.
331-6270,66,118,133,20.06,248.1,99,21.09,214.4,122,9.65,5.3,5,1.43,1,False.
404-9754,125,163.8,73,27.85,255.6,85,21.73,192.9,95,8.68,15.7,4,4.24,0,False.
364-9425,114,141.3,96,24.02,230.4,88,19.58,223.7,85,10.07,9.4,3,2.54,3,False.
339-6477,112,272.5,119,46.33,226.1,94,19.22,159.1,94,7.16,16.4,5,4.43,3,True.
362-2787,101,118.9,112,20.21,228.3,97,19.41,180.1,111,8.1,8.2,5,2.21,2,False.
405-9233,70,7.9,100,1.34,136.4,83,11.59,156.6,89,7.05,12.1,1,3.27,0,False.
416-1845,59,159.5,96,27.12,167.2,123,14.21,138.6,106,6.24,10.2,4,2.75,0,False.
385-9657,59,150.2,70,25.53,185.7,98,15.78,212.5,128,9.56,12.1,2,3.27,1,False.
420-5652,124,144.5,35,24.57,262.3,101,22.3,226.5,82,10.19,12,7,3.24,2,False.
415-1141,99,140.7,88,23.92,210.9,98,17.93,229.9,125,10.35,12.4,4,3.35,2,False.
334-5634,150,169.2,123,28.76,216.8,83,18.43,179.4,107,8.07,12.6,3,3.4,1,False.
403-4200,81,220.8,77,37.54,148.5,87,12.62,183.9,100,8.28,7.6,3,2.05,2,False.
357-7893,86,216.3,96,36.77,266.3,77,22.64,214,110,9.63,4.5,3,1.22,0,False.
369-2899,84,169.5,96,28.82,157.6,94,13.4,98.2,70,4.42,10.6,7,2.86,0,False.
381-1026,118,256.3,119,43.57,258.1,91,21.94,215.5,130,9.7,11.7,1,3.16,1,False.
388-8722,89,179.7,128,30.55,299.8,92,25.48,185.3,120,8.34,7.6,3,2.05,1,False.
418-3135,93,266,120,45.22,130.1,84,11.06,165.8,63,7.46,13.1,6,3.54,3,False.
380-3974,85,96.7,97,16.44,193.8,95,16.47,171.7,88,7.73,9.7,3,2.62,2,False.
338-7232,160,82.7,116,14.06,194.6,95,16.54,159,54,7.15,10.9,9,2.94,0,False.
334-5223,28,168.2,87,28.59,161.7,92,13.74,192.4,112,8.66,10.1,3,2.73,3,False.
340-8323,73,286.4,109,48.69,178.2,67,15.15,214.2,152,9.64,10.7,14,2.89,1,True.
337-6851,156,174.3,95,29.63,186.6,128,15.86,258.2,105,11.62,12.9,5,3.48,3,False.
344-5973,33,190.6,100,32.4,161.7,104,13.74,189.9,136,8.55,13,6,3.51,1,False.
335-2261,77,175.5,86,29.84,205.1,78,17.43,245.2,100,11.03,17.8,3,4.81,4,False.
415-4875,91,204.6,96,34.78,136,93,11.56,210.5,82,9.47,6.6,2,1.78,3,False.
358-7914,82,130,110,22.1,185.3,88,15.75,178.7,105,8.04,8.3,4,2.24,0,False.
332-6958,89,105.9,151,18,189.6,142,16.12,170.9,67,7.69,12.7,7,3.43,0,False.
386-8536,92,196.5,82,33.41,190,89,16.15,163.2,99,7.34,10.8,2,2.92,2,False.
363-3818,87,184.5,81,31.37,172,103,14.62,183.4,96,8.25,13.7,3,3.7,3,False.
360-6416,64,261.9,113,44.52,148.1,99,12.59,145.2,74,6.53,13.8,4,3.73,0,False.
332-8764,80,202.4,118,34.41,260.2,67,22.12,177.4,112,7.98,9.2,5,2.48,3,False.
410-5963,153,167.7,104,28.51,246.8,91,20.98,203.9,117,9.18,7.5,11,2.03,1,False.
399-6642,41,191.7,109,32.59,193,86,16.41,149.4,93,6.72,11.1,4,3,1,False.
391-1793,104,189.1,112,32.15,178.2,97,15.15,199.3,104,8.97,11.1,4,3,1,False.
352-5542,115,127.7,67,21.71,182.9,90,15.55,172.9,92,7.78,10.6,7,2.86,1,False.
386-8118,87,205.2,106,34.88,99.5,122,8.46,189.5,75,8.53,13.4,3,3.62,1,False.
394-9825,159,153.6,93,26.11,216.9,88,18.44,161.3,91,7.26,12.6,3,3.4,2,False.
387-2698,69,153.7,109,26.13,194,105,16.49,256.1,114,11.52,14.1,6,3.81,1,False.
417-1360,87,171.2,138,29.1,185.8,102,15.79,227.6,97,10.24,10.8,3,2.92,1,False.
374-8329,154,145.9,69,24.8,208.2,141,17.7,180.9,106,8.14,14.4,10,3.89,0,True.
363-8424,57,201.2,76,34.2,280.1,122,23.81,154.2,110,6.94,11.8,1,3.19,1,False.
408-8910,130,139.1,72,23.65,246,112,20.91,207.2,121,9.32,11.4,9,3.08,5,False.
399-3840,151,118.9,128,20.21,278.3,65,23.66,194.8,61,8.77,13.2,10,3.56,2,False.
367-8692,162,217.6,87,36.99,279,71,23.72,250.7,65,11.28,10.4,4,2.81,2,True.
387-4504,60,145,133,24.65,209.1,92,17.77,328.5,112,14.78,14.6,2,3.94,1,False.
328-2647,81,203.5,89,34.6,289.6,69,24.62,212.9,71,9.58,8.7,3,2.35,3,False.
369-7903,132,240.1,115,40.82,180.4,91,15.33,133.4,122,6,8,6,2.16,3,False.
399-6852,86,83.8,121,14.25,240.2,96,20.42,158.6,108,7.14,6.7,8,1.81,1,False.
335-4888,136,269.8,106,45.87,228.8,101,19.45,257.5,106,11.59,10.1,8,2.73,1,True.
344-2260,121,126.3,84,21.47,209.6,102,17.82,192.5,129,8.66,10.6,2,2.86,1,False.
349-4070,105,88.1,125,14.98,175.9,142,14.95,269.9,85,12.15,9.7,1,2.62,2,False.
394-6505,105,218.5,61,37.15,196.7,74,16.72,151.1,103,6.8,9.9,4,2.67,2,False.
419-3612,51,236.8,61,40.26,263.4,97,22.39,181.1,91,8.15,11.2,8,3.02,1,False.
416-7866,80,184.2,132,31.31,167.5,109,14.24,212.8,114,9.58,10,10,2.7,0,False.
398-1759,56,222.7,133,37.86,277,89,23.55,101.8,94,4.58,13.6,4,3.67,4,False.
338-9950,120,149.2,98,25.36,193.6,88,16.46,248.9,119,11.2,11.1,5,3,1,False.
347-1263,164,159.7,102,27.15,168.8,113,14.35,244.1,127,10.98,9.6,9,2.59,3,False.
386-5684,116,204.7,118,34.8,209.4,91,17.8,212.9,67,9.58,7,2,1.89,2,False.
334-4354,121,213.2,79,36.24,120.7,116,10.26,244.4,102,11,7.5,4,2.03,1,False.
330-3429,183,116.7,92,19.84,213.8,112,18.17,214.3,112,9.64,9.7,6,2.62,2,False.
393-7322,90,140.2,97,23.83,213.9,102,18.18,120,126,5.4,7.1,2,1.92,1,False.
353-5557,82,197.7,101,33.61,127.6,83,10.85,142.1,103,6.39,13.5,3,3.65,1,False.
411-5334,101,136.2,92,23.15,220.9,110,18.78,196.9,116,8.86,13.3,7,3.59,3,False.
398-8588,9,88.5,87,15.05,178.8,108,15.2,228.7,96,10.29,11.5,3,3.11,2,False.
374-7285,97,215.3,58,36.6,242.4,91,20.6,279.8,105,12.59,12.1,9,3.27,0,False.
379-7215,94,269.2,104,45.76,193.8,144,16.47,257.6,61,11.59,8.9,2,2.4,3,True.
357-7875,127,203.8,118,34.65,267.1,48,22.7,225.1,105,10.13,7.3,5,1.97,0,False.
393-9677,125,268.4,112,45.63,222.2,108,18.89,117.6,102,5.29,10.3,3,2.78,0,False.
345-9598,140,159.1,104,27.05,269.8,106,22.93,220.4,116,9.92,10.3,4,2.78,1,False.
330-7486,67,138.9,65,23.61,208.9,109,17.76,232.4,82,10.46,9.2,3,2.48,2,False.
338-1815,121,170.4,91,28.97,254.5,90,21.63,219.6,122,9.88,15.1,5,4.08,0,False.
406-5023,93,164.5,95,27.97,230.9,87,19.63,149.9,91,6.75,9.9,3,2.67,4,False.
400-8375,53,261.2,119,44.4,250.8,105,21.32,176,112,7.92,9.8,2,2.65,0,True.
387-8201,75,190.5,91,32.39,178.4,75,15.16,162.4,113,7.31,13.1,5,3.54,1,False.
346-4360,132,181.1,121,30.79,314.4,109,26.72,246.7,81,11.1,4.2,9,1.13,2,False.
412-8811,162,177.1,131,30.11,114.7,122,9.75,153.6,88,6.91,6.5,6,1.76,3,False.
413-3990,140,160.5,114,27.29,240.5,103,20.44,233.5,121,10.51,11.3,4,3.05,1,False.
345-2448,91,134.7,116,22.9,295.3,98,25.1,195.5,121,8.8,6.6,5,1.78,2,False.
400-8538,95,228.9,134,38.91,255.7,71,21.73,208,120,9.36,10.1,2,2.73,4,True.
412-8769,145,241.7,137,41.09,135.8,100,11.54,277.6,123,12.49,13.1,3,3.54,0,False.
390-1552,100,131.1,108,22.29,176.2,81,14.98,89.7,81,4.04,4.3,4,1.16,1,False.
389-2477,122,234.1,101,39.8,200.2,121,17.02,237.4,89,10.68,13.1,9,3.54,2,False.
406-8037,82,154,107,26.18,94.4,114,8.02,287.6,95,12.94,10.1,7,2.73,1,False.
382-9138,65,224.2,106,38.11,189.6,100,16.12,222.8,75,10.03,9.8,4,2.65,0,False.
414-7942,52,148.3,83,25.21,181.6,79,15.44,155.6,104,7,8.3,6,2.24,3,False.
348-7071,136,174.6,76,29.68,176.6,114,15.01,214.4,91,9.65,8.8,5,2.38,2,False.
348-3581,146,109,69,18.53,265.8,98,22.59,228.3,80,10.27,12.6,2,3.4,1,False.
416-4351,45,142.4,107,24.21,318.7,78,27.09,224.1,108,10.08,11.1,7,3,1,False.
419-3196,106,223.5,104,38,235.1,99,19.98,140.1,90,6.3,10.6,5,2.86,2,False.
411-6211,33,182.5,65,31.03,232.1,96,19.73,149.2,82,6.71,7.5,2,2.03,2,False.
391-8369,68,219.6,97,37.33,141.1,144,11.99,205.7,101,9.26,10.8,4,2.92,2,False.
347-1814,141,192.4,111,32.71,156.9,87,13.34,175.8,82,7.91,11,6,2.97,0,False.
386-7337,98,236.2,122,40.15,189.4,110,16.1,153.6,104,6.91,13.3,4,3.59,0,False.
375-8505,94,233.2,88,39.64,113.3,102,9.63,118,71,5.31,16.1,4,4.35,0,False.
407-5056,65,158.8,53,27,188.5,132,16.02,189.3,87,8.52,9.8,4,2.65,2,False.
367-8924,85,126.1,112,21.44,274.7,126,23.35,184.4,95,8.3,9.8,4,2.65,1,False.
394-4548,110,148.4,95,25.23,193.8,98,16.47,206,106,9.27,6.9,6,1.86,0,False.
382-6438,111,246.5,108,41.91,216.3,89,18.39,179.6,99,8.08,12.7,3,3.43,2,False.
413-2194,74,298.1,112,50.68,201.3,100,17.11,214.7,88,9.66,9.7,4,2.62,2,True.
366-2622,105,119.3,82,20.28,185.1,111,15.73,157,74,7.07,10.9,4,2.94,2,False.
355-2634,128,222.1,89,37.76,160.6,109,13.65,218.8,102,9.85,13.6,2,3.67,0,True.
422-5350,123,236.2,135,40.15,273.9,88,23.28,227,77,10.22,10.1,6,2.73,2,True.
329-2388,122,144.2,87,24.51,212.2,74,18.04,169.3,87,7.62,9.5,4,2.57,0,False.
381-5273,114,154.6,100,26.28,241.6,109,20.54,160,112,7.2,12.6,1,3.4,3,False.
421-6694,102,137.4,100,23.36,176.7,83,15.02,188.2,93,8.47,10.2,6,2.75,2,False.
381-4029,150,136.6,112,23.22,209.4,81,17.8,161.1,78,7.25,12.2,2,3.29,4,True.
335-2967,60,289.8,101,49.27,255.6,115,21.73,242.8,76,10.93,11.7,4,3.16,2,True.
416-6594,123,260.9,85,44.35,168.5,103,14.32,178.3,91,8.02,13.3,5,3.59,3,False.
388-6026,138,196.2,129,33.35,176.5,86,15,232.4,108,10.46,15.2,1,4.1,0,True.
367-1024,29,195.6,71,33.25,126.4,74,10.74,148.6,87,6.69,14.2,4,3.83,1,False.
386-7118,111,222.2,96,37.77,162.5,111,13.81,184.9,120,8.32,11.9,7,3.21,4,False.
332-1502,46,90.4,108,15.37,276.2,77,23.48,146.5,111,6.59,12.7,2,3.43,1,False.
342-8320,69,268.8,78,45.7,246.6,89,20.96,271.9,102,12.24,16.4,3,4.43,0,False.
381-9367,43,27,117,4.59,160.9,97,13.68,279.5,96,12.58,10.7,3,2.89,3,False.
400-1280,127,140.1,59,23.82,223.4,111,18.99,257.9,73,11.61,3.8,10,1.03,1,False.
360-5794,94,245,112,41.65,180.4,91,15.33,262.9,105,11.83,9.7,6,2.62,1,False.
373-3538,46,196.7,85,33.44,205.9,74,17.5,216.6,112,9.75,11.2,5,3.02,3,False.
380-3329,146,149.6,96,25.43,239.8,124,20.38,293.5,135,13.21,7.4,4,2,2,False.
334-7618,93,239.8,70,40.77,251.8,99,21.4,168.6,112,7.59,10.9,10,2.94,1,False.
327-9289,52,142.1,77,24.16,193,97,16.41,253.4,88,11.4,11,4,2.97,1,False.
351-2589,202,115.4,137,19.62,178.7,70,15.19,185.7,113,8.36,6,3,1.62,3,False.
368-6892,129,193,99,32.81,224.8,87,19.11,197.6,91,8.89,10.3,8,2.78,2,False.
337-9303,94,206.1,49,35.04,224.6,115,19.09,256.7,74,11.55,13,1,3.51,1,False.
377-5258,100,160.3,138,27.25,221.3,92,18.81,150.4,120,6.77,11.2,2,3.02,0,False.
373-3549,130,213.1,105,36.23,206.2,108,17.53,163.4,93,7.35,8.9,3,2.4,0,False.
422-8344,124,178.3,102,30.31,235,120,19.98,239.7,119,10.79,10.9,1,2.94,3,False.
411-2958,92,252.3,120,42.89,207,112,17.6,284.6,95,12.81,12,5,3.24,3,True.
384-2908,48,197.7,64,33.61,136.7,126,11.62,244.4,81,11,13.2,5,3.56,4,False.
347-6393,98,111.1,105,18.89,217.9,101,18.52,248.1,108,11.16,6.6,3,1.78,2,False.
385-7148,100,96.5,86,16.41,210.2,133,17.87,146.4,106,6.59,12.5,3,3.38,1,True.
419-2767,79,156.9,109,26.67,122.2,87,10.39,189.1,103,8.51,11.3,5,3.05,3,False.
375-1746,164,123.3,78,20.96,170,85,14.45,165.9,78,7.47,12.7,2,3.43,1,False.
362-7870,105,193.7,108,32.93,183.2,124,15.57,293.7,72,13.22,10.8,5,2.92,1,False.
410-3725,89,206.9,134,35.17,167.7,105,14.25,155.7,86,7.01,10.9,4,2.94,0,False.
387-1535,126,249.8,96,42.47,261.9,92,22.26,166.8,108,7.51,12.7,4,3.43,3,True.
329-2045,96,144,102,24.48,224.7,73,19.1,227.7,91,10.25,10,7,2.7,1,False.
341-6743,120,299.5,83,50.92,163.4,84,13.89,146.7,88,6.6,11.6,5,3.13,0,False.
368-5758,72,137.6,106,23.39,143.5,94,12.2,273.7,110,12.32,9.6,6,2.59,2,False.
346-8362,155,211.7,121,35.99,139.2,123,11.83,146.7,89,6.6,11.1,3,3,1,False.
345-9690,89,89.7,80,15.25,179.8,81,15.28,145.7,120,6.56,9.5,4,2.57,2,False.
339-9798,126,197.6,126,33.59,246.5,112,20.95,285.3,104,12.84,12.5,8,3.38,2,False.
359-5731,172,270,102,45.9,256.6,111,21.81,168.5,104,7.58,12,5,3.24,2,True.
373-2091,75,224.7,116,38.2,192,79,16.32,212.2,98,9.55,11.3,11,3.05,3,False.
420-9973,132,190.1,105,32.32,182.2,116,15.49,279.8,105,12.59,13,2,3.51,1,False.
393-5897,99,182.6,83,31.04,154.5,111,13.13,196,57,8.82,12.1,5,3.27,0,False.
384-4595,119,231.5,82,39.36,266.9,97,22.69,211,118,9.49,7.4,10,2,1,False.
329-9667,115,251.3,69,42.72,252.5,96,21.46,118.3,112,5.32,9.9,1,2.67,3,True.
339-7602,120,134.8,94,22.92,204.1,106,17.35,238.4,109,10.73,6.7,8,1.81,1,False.
332-1109,173,191.4,114,32.54,168.5,138,14.32,109.3,99,4.92,10.3,3,2.78,1,False.
343-3296,156,174.5,65,29.67,197.4,116,16.78,238.5,86,10.73,10.6,2,2.86,0,False.
355-2293,41,182.1,89,30.96,211.5,104,17.98,207.4,124,9.33,6.8,1,1.84,1,False.
350-9318,132,222.4,85,37.81,165.4,76,14.06,208.4,97,9.38,11.2,4,3.02,0,False.
395-2626,160,121.8,97,20.71,89.3,97,7.59,150.7,92,6.78,10.3,5,2.78,1,False.
402-7372,180,143.5,121,24.4,189.3,111,16.09,174.9,82,7.87,8.8,5,2.38,3,False.
337-9710,93,164.9,68,28.03,210.4,86,17.88,229.4,104,10.32,7.8,4,2.11,2,False.
363-4967,109,193.6,58,32.91,148.7,115,12.64,282.5,105,12.71,13.1,1,3.54,2,False.
400-5389,80,101.1,121,17.19,263.2,110,22.37,137.7,74,6.2,7.3,5,1.97,0,False.
416-9162,54,92.3,88,15.69,193.1,98,16.41,99.3,119,4.47,11.6,3,3.13,2,False.
392-6647,157,219.2,102,37.26,206,109,17.51,192.4,117,8.66,15,5,4.05,1,False.
338-9171,138,146.5,101,24.91,284.5,142,24.18,176,98,7.92,14,6,3.78,3,False.
386-9711,126,190.9,143,32.45,149.7,72,12.72,191.4,87,8.61,13,3,3.51,1,False.
327-8495,41,232.1,74,39.46,327.1,88,27.8,226.5,119,10.19,10.9,2,2.94,3,True.
370-3032,91,123.8,107,21.05,319,125,27.12,237.6,78,10.69,7.3,4,1.97,2,False.
331-8462,127,96,117,16.32,177,68,15.05,162.2,127,7.3,9.7,4,2.62,3,False.
415-2865,113,90.6,130,15.4,170.6,100,14.5,137.4,74,6.18,5.4,9,1.46,1,False.
362-2353,78,152.9,81,25.99,256.6,82,21.81,173.6,112,7.81,5.3,6,1.43,2,False.
329-5114,123,257.9,92,43.84,211.6,71,17.99,189.3,104,8.52,9.4,2,2.54,2,False.
375-3668,68,160,72,27.2,184.5,119,15.68,208.3,101,9.37,6.1,10,1.65,1,False.
375-5414,132,182.9,54,31.09,292.4,68,24.85,142.3,116,6.4,11.5,4,3.11,0,False.
360-7079,133,216.2,67,36.75,222.2,133,18.89,192,95,8.64,3.1,1,0.84,2,False.
344-9302,127,261.7,105,44.49,181.8,107,15.45,100.9,131,4.54,3.3,5,0.89,0,False.
418-1775,110,241.2,105,41,174.3,85,14.82,245.3,59,11.04,8.5,4,2.3,2,False.
401-2468,121,177.2,142,30.12,123.5,88,10.5,213.2,51,9.59,8.4,6,2.27,1,False.
346-4984,116,89.5,128,15.22,180.8,137,15.37,193.1,94,8.69,14,3,3.78,2,False.
351-2928,112,200.3,72,34.05,197.8,91,16.81,151.1,92,6.8,10.4,3,2.81,1,False.
365-7774,97,145,103,24.65,294.3,93,25.02,239.8,120,10.79,11,2,2.97,4,True.
364-9059,110,151.8,106,25.81,138,126,11.73,233.5,112,10.51,11.2,8,3.02,3,False.
356-7208,67,176.2,120,29.95,236,138,20.06,152.5,104,6.86,10.6,4,2.86,1,False.
333-5551,166,152.1,95,25.86,121,105,10.29,198,126,8.91,9.8,5,2.65,0,False.
362-6528,129,161.3,122,27.42,220.6,95,18.75,224.7,104,10.11,9.6,3,2.59,1,False.
394-2560,103,171.7,78,29.19,144.5,86,12.28,157.9,106,7.11,6.8,3,1.84,3,False.
367-3220,71,278.9,110,47.41,190.2,67,16.17,255.2,84,11.48,11.7,7,3.16,0,True.
421-2245,8,242.9,67,41.29,170.9,59,14.53,177.3,130,7.98,4.8,12,1.3,1,False.
406-2242,98,217.2,121,36.92,303.4,73,25.79,197.1,71,8.87,12.4,2,3.35,0,True.
347-6994,90,175.9,111,29.9,285.2,115,24.24,150.8,122,6.79,13,7,3.51,1,False.
413-7468,13,303.2,133,51.54,170.5,86,14.49,227.6,80,10.24,11.5,3,3.11,0,True.
389-6082,58,238.9,107,40.61,187.2,88,15.91,181.1,84,8.15,11.8,3,3.19,2,False.
396-1106,94,92.7,107,15.76,127.8,86,10.86,225.6,86,10.15,9.9,4,2.67,3,False.
379-4372,87,177.2,72,30.12,248.9,105,21.16,200.8,87,9.04,8.6,7,2.32,3,False.
336-3738,120,184.5,103,31.37,209,86,17.77,169.7,70,7.64,10.2,6,2.75,2,False.
345-4473,134,204.7,108,34.8,143.1,105,12.16,165.8,84,7.46,11,4,2.97,6,False.
380-9990,68,143.6,80,24.41,134.3,65,11.42,215.6,84,9.7,15.5,5,4.19,2,False.
411-1045,93,179.3,93,30.48,188.8,65,16.05,253.2,88,11.39,12.1,5,3.27,1,False.
413-5306,120,137.3,100,23.34,212.2,129,18.04,152.7,92,6.87,10.5,2,2.84,1,False.
417-6906,41,237.8,92,40.43,223.5,155,19,217.4,90,9.78,10.2,6,2.75,2,False.
331-4807,80,203.7,92,34.63,216.4,97,18.39,154.2,66,6.94,7.6,5,2.05,2,False.
376-5375,83,191.3,95,32.52,250.7,136,21.31,249.4,86,11.22,17.6,5,4.75,2,False.
361-9839,109,209.1,141,35.55,205,93,17.43,119.4,111,5.37,7.8,3,2.11,2,False.
348-8679,66,88.8,104,15.1,109.6,94,9.32,172.7,107,7.77,7.1,9,1.92,3,False.
403-6565,104,97.2,88,16.52,155.6,85,13.23,261.6,105,11.77,12.4,5,3.35,0,False.
346-5287,89,137.9,96,23.44,192.6,63,16.37,255.7,125,11.51,11,5,2.97,1,False.
413-6769,127,224.3,112,38.13,185.7,103,15.78,159.4,83,7.17,10,1,2.7,2,False.
370-5042,117,207.6,65,35.29,152.7,77,12.98,232.8,95,10.48,9.7,3,2.62,1,False.
397-9486,128,268.1,95,45.58,120.5,126,10.24,220.8,121,9.94,14.4,6,3.89,2,False.
364-3286,88,166.7,61,28.34,179.3,88,15.24,242.7,131,10.92,6.8,7,1.84,4,True.
420-8897,61,267.1,104,45.41,180.4,131,15.33,230.6,106,10.38,17.3,4,4.67,1,True.
378-9506,22,181.8,108,30.91,198.6,148,16.88,206.6,96,9.3,9.3,3,2.51,2,False.
399-6259,78,147.1,80,25.01,199.7,100,16.97,160.7,106,7.23,13.7,7,3.7,0,False.
335-5806,56,37.7,115,6.41,144.1,111,12.25,226.6,101,10.2,4.9,3,1.32,1,False.
401-6392,192,185,88,31.45,224.9,98,19.12,212.4,105,9.56,11.4,3,3.08,2,False.
379-9859,70,156.4,108,26.59,171,116,14.54,196.1,96,8.82,8.6,4,2.32,2,False.
368-5612,65,215.5,129,36.64,161.9,77,13.76,128.3,91,5.77,8.8,5,2.38,2,False.
406-5710,80,194.8,116,33.12,209.9,93,17.84,194.1,100,8.73,12.8,3,3.46,0,False.
343-3340,113,92.6,85,15.74,177.6,92,15.1,159.8,72,7.19,14.4,4,3.89,3,False.
377-8267,75,209.4,133,35.6,211.5,121,17.98,291.2,123,13.1,7.2,4,1.94,1,False.
366-4287,63,62.9,112,10.69,202.9,111,17.25,259,58,11.66,8.9,8,2.4,1,False.
344-4022,94,207,109,35.19,167.4,80,14.23,238.2,117,10.72,2.6,6,0.7,1,False.
415-6601,85,207.9,95,35.34,233.5,88,19.85,221.3,92,9.96,13.5,3,3.65,1,False.
363-7802,210,313.8,87,53.35,147.7,103,12.55,192.7,97,8.67,10.1,7,2.73,3,False.
378-9478,100,210.9,85,35.85,329.3,69,27.99,127.1,78,5.72,9.4,5,2.54,4,False.
401-4778,154,64.9,76,11.03,184.1,91,15.65,151.6,75,6.82,14.6,1,3.94,1,False.
394-6382,18,197,97,33.49,203.7,107,17.31,202,105,9.09,8.7,3,2.35,3,False.
333-5295,126,278,88,47.26,253.2,65,21.52,223.2,114,10.04,8.7,4,2.35,0,False.
370-2451,144,219.9,102,37.38,222.1,77,18.88,118.5,111,5.33,10,4,2.7,1,False.
401-6982,29,313.2,103,53.24,216.3,151,18.39,218.4,106,9.83,12.8,4,3.46,2,True.
329-8115,86,145.7,88,24.77,191,129,16.24,215.5,82,9.7,11.3,7,3.05,0,False.
340-3409,138,75.8,102,12.89,173.6,147,14.76,162.6,96,7.32,8.2,13,2.21,0,False.
397-5911,146,195.9,86,33.3,228.6,82,19.43,303.5,94,13.66,12.2,4,3.29,3,False.
415-6127,175,132,95,22.44,231.2,74,19.65,313.4,108,14.1,8.7,10,2.35,1,False.
392-6073,74,124,102,21.08,262.1,101,22.28,268.2,98,12.07,11.7,2,3.16,2,False.
419-6564,48,171.9,98,29.22,159,127,13.52,139.5,101,6.28,7.6,3,2.05,2,False.
340-8245,74,249.4,70,42.4,209.5,59,17.81,180.6,75,8.13,9.9,2,2.67,4,False.
376-4540,105,228.4,100,38.83,145.1,108,12.33,245.3,140,11.04,7.7,7,2.08,0,False.
361-5936,157,168.6,71,28.66,205.1,48,17.43,175.8,88,7.91,5.9,2,1.59,3,False.
421-9846,217,123.7,138,21.03,248.5,105,21.12,269.6,78,12.13,13.3,4,3.59,0,False.
375-4900,80,113.2,86,19.24,185.5,97,15.77,237.3,145,10.68,9.5,5,2.57,1,False.
420-8953,38,142.4,106,24.21,313.7,109,26.66,126.6,117,5.7,13.4,6,3.62,2,False.
376-4035,107,204.2,57,34.71,205.9,92,17.5,286.5,80,12.89,8.3,4,2.24,0,False.
